[[3, 0, 0, 0], [4, 2, 0, 2], [4, 2, 0, 2], [3, 0, 1, 3]]
         431909 function calls (431762 primitive calls) in 0.230 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 z3printer.py:416(seq)
        8    0.000    0.000    0.001    0.000 z3printer.py:443(seq3)
      155    0.000    0.000    0.000    0.000 z3printer.py:460(pp_string)
     16/1    0.000    0.000    0.001    0.001 z3printer.py:470(pp_compose)
      8/1    0.000    0.000    0.001    0.001 z3printer.py:474(pp_choice)
        6    0.000    0.000    0.000    0.000 z3printer.py:481(pp_line_break)
    193/1    0.000    0.000    0.001    0.001 z3printer.py:493(pp)
        1    0.000    0.000    0.001    0.001 z3printer.py:509(__call__)
       49    0.000    0.000    0.001    0.000 z3printer.py:586(pp_int)
       49    0.000    0.000    0.002    0.000 z3printer.py:917(pp_app)
   508738    0.056    0.000    0.056    0.000 z3types.py:19(from_param)
       49    0.000    0.000    0.000    0.000 z3types.py:27(from_param)
   105564    0.011    0.000    0.011    0.000 z3types.py:31(from_param)
   162362    0.018    0.000    0.018    0.000 z3types.py:39(from_param)
       51    0.000    0.000    0.000    0.000 z3types.py:47(from_param)
      200    0.000    0.000    0.000    0.000 z3types.py:83(from_param)
       49    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       54    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    1.574    1.574 {built-in method builtins.exec}
      463    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
   111773    0.014    0.000    0.014    0.000 {built-in method builtins.isinstance}
    10828    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      208    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       49    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     4599    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
      167    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}


[[6, 6, 7, 8, 6, 6, 6, 0],
 [0, 0, 2, 3, 0, 0, 0, 4],
 [4, 6, 0, 2, 0, 2, 7, 6],
 [5, 7, 2, 0, 0, 0, 6, 5],
 [4, 6, 0, 0, 0, 2, 7, 6],
 [5, 7, 2, 0, 1, 0, 6, 5],
 [0, 5, 0, 3, 4, 4, 8, 0],
 [1, 6, 0, 0, 0, 3, 7, 2]]
         3693962 function calls (3693523 primitive calls) in 2.135 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      128    0.000    0.000    1.669    0.013 0h_n0.py:109(count_blues)
        1    0.000    0.000    2.131    2.131 0h_n0.py:148(solve)
        1    0.000    0.000    0.004    0.004 0h_n0.py:154(<listcomp>)
        1    0.000    0.000    0.031    0.031 0h_n0.py:159(<listcomp>)
        1    0.000    0.000    0.884    0.884 0h_n0.py:163(<listcomp>)
        1    0.000    0.000    0.836    0.836 0h_n0.py:168(<listcomp>)
        1    0.000    0.000    0.016    0.016 0h_n0.py:174(<listcomp>)
        1    0.000    0.000    0.002    0.002 0h_n0.py:183(<listcomp>)
      128    0.004    0.000    0.398    0.003 0h_n0.py:19(sum_left)
      128    0.004    0.000    0.406    0.003 0h_n0.py:38(sum_right)
      128    0.001    0.000    0.825    0.006 0h_n0.py:5(row_sum)
      128    0.001    0.000    0.824    0.006 0h_n0.py:57(col_sum)
      128    0.004    0.000    0.403    0.003 0h_n0.py:71(sum_top)
      128    0.004    0.000    0.401    0.003 0h_n0.py:90(sum_bottom)
        1    0.000    0.000    2.135    2.135 <string>:1(<module>)
       64    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        2    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
     3712    0.009    0.000    0.053    0.000 z3.py:1041(_to_expr_ref)
    22784    0.016    0.000    0.285    0.000 z3.py:1088(_coerce_expr_merge)
       64    0.000    0.000    0.001    0.000 z3.py:109(to_symbol)
     9024    0.023    0.000    0.921    0.000 z3.py:1106(_coerce_exprs)
     2880    0.003    0.000    0.098    0.000 z3.py:1118(_reduce)
     2368    0.004    0.000    0.258    0.000 z3.py:1124(_coerce_expr_list)
     2368    0.003    0.000    0.156    0.000 z3.py:1133(<listcomp>)
    61353    0.015    0.000    0.021    0.000 z3.py:1135(is_expr)
       64    0.000    0.000    0.000    0.000 z3.py:1157(is_app)
     2882    0.002    0.000    0.002    0.000 z3.py:126(_get_args)
     3648    0.021    0.000    0.729    0.000 z3.py:1268(If)
     1344    0.004    0.000    0.010    0.000 z3.py:1313(_mk_bin)
     8000    0.015    0.000    0.250    0.000 z3.py:1392(cast)
    10560    0.015    0.000    0.127    0.000 z3.py:1426(sort)
     3650    0.005    0.000    0.042    0.000 z3.py:1553(BoolSort)
     1024    0.002    0.000    0.008    0.000 z3.py:1570(BoolVal)
     1984    0.002    0.000    0.003    0.000 z3.py:1693(_has_probe)
       64    0.001    0.000    0.012    0.000 z3.py:1700(And)
     1920    0.012    0.000    0.262    0.000 z3.py:1732(Or)
   442581    0.049    0.000    0.049    0.000 z3.py:196(ref)
       65    0.000    0.000    0.000    0.000 z3.py:211(main_ctx)
     5888    0.003    0.000    0.025    0.000 z3.py:2145(is_int)
    18688    0.029    0.000    0.564    0.000 z3.py:2163(cast)
    25792    0.037    0.000    0.308    0.000 z3.py:2217(sort)
       64    0.000    0.000    0.002    0.000 z3.py:2227(is_int)
     1344    0.003    0.000    0.145    0.000 z3.py:2252(__add__)
    89989    0.013    0.000    0.013    0.000 z3.py:231(_get_ctx)
       64    0.000    0.000    0.009    0.000 z3.py:2446(__le__)
     1792    0.005    0.000    0.193    0.000 z3.py:2472(__gt__)
      128    0.000    0.000    0.016    0.000 z3.py:2485(__ge__)
       64    0.000    0.000    0.000    0.000 z3.py:2498(is_arith)
       64    0.000    0.000    0.000    0.000 z3.py:2554(_is_numeral)
       64    0.000    0.000    0.002    0.000 z3.py:2560(is_int_value)
       64    0.000    0.000    0.001    0.000 z3.py:2787(as_string)
      896    0.001    0.000    0.029    0.000 z3.py:2930(_py2expr)
     6784    0.010    0.000    0.078    0.000 z3.py:2942(IntSort)
     6720    0.007    0.000    0.010    0.000 z3.py:2974(_to_int_str)
     6720    0.019    0.000    0.215    0.000 z3.py:2989(IntVal)
       64    0.000    0.000    0.004    0.000 z3.py:3045(Int)
    66050    0.090    0.000    0.430    0.000 z3.py:307(__init__)
    66050    0.094    0.000    0.429    0.000 z3.py:312(__del__)
   208708    0.066    0.000    0.088    0.000 z3.py:362(ctx_ref)
    24896    0.051    0.000    0.312    0.000 z3.py:366(eq)
      384    0.000    0.000    0.000    0.000 z3.py:3724(is_bv)
    41664    0.010    0.000    0.014    0.000 z3.py:412(is_ast)
       64    0.000    0.000    0.000    0.000 z3.py:450(_ast_kind)
     6528    0.012    0.000    0.021    0.000 z3.py:455(_ctx_from_ast_arg_list)
     2368    0.007    0.000    0.008    0.000 z3.py:478(_to_ast_array)
     5888    0.004    0.000    0.019    0.000 z3.py:508(_sort_kind)
   143364    0.093    0.000    0.497    0.000 z3.py:513(as_ast)
     5888    0.003    0.000    0.022    0.000 z3.py:519(kind)
    58944    0.006    0.000    0.006    0.000 z3.py:56(z3_debug)
        9    0.000    0.000    0.000    0.000 z3.py:596(is_sort)
        1    0.000    0.000    0.000    0.000 z3.py:6004(__init__)
        1    0.000    0.000    0.000    0.000 z3.py:6010(__del__)
       64    0.000    0.000    0.001    0.000 z3.py:6021(eval)
       64    0.000    0.000    0.002    0.000 z3.py:6050(evaluate)
     7680    0.002    0.000    0.002    0.000 z3.py:64(_is_int)
        1    0.000    0.000    0.000    0.000 z3.py:6438(__init__)
        1    0.000    0.000    0.000    0.000 z3.py:6444(__eq__)
        1    0.000    0.000    0.000    0.000 z3.py:6480(__init__)
        1    0.000    0.000    0.002    0.002 z3.py:6493(__del__)
        1    0.000    0.000    0.021    0.021 z3.py:6585(assert_exprs)
        1    0.000    0.000    0.021    0.021 z3.py:6604(add)
        1    0.000    0.000    0.330    0.330 z3.py:6671(check)
        1    0.000    0.000    0.000    0.000 z3.py:6700(model)
        9    0.000    0.000    0.000    0.000 z3.py:787(is_func_decl)
     7424    0.002    0.000    0.003    0.000 z3.py:8104(is_probe)
      896    0.003    0.000    0.058    0.000 z3.py:8302(Sum)
     1024    0.000    0.000    0.000    0.000 z3.py:8319(<lambda>)
   101824    0.012    0.000    0.012    0.000 z3.py:903(as_ast)
     2048    0.006    0.000    0.221    0.000 z3.py:932(__eq__)
    51968    0.006    0.000    0.006    0.000 z3.py:94(_z3_assert)
   383953    0.301    0.000    0.335    0.000 z3core.py:1411(Check)
    66050    0.088    0.000    0.157    0.000 z3core.py:1474(Z3_inc_ref)
    66050    0.087    0.000    0.156    0.000 z3core.py:1478(Z3_dec_ref)
       64    0.000    0.000    0.000    0.000 z3core.py:1581(Z3_mk_string_symbol)
     3650    0.005    0.000    0.008    0.000 z3core.py:1591(Z3_mk_bool_sort)
     6784    0.009    0.000    0.015    0.000 z3core.py:1596(Z3_mk_int_sort)
       64    0.000    0.000    0.000    0.000 z3core.py:1682(Z3_mk_const)
      108    0.000    0.000    0.000    0.000 z3core.py:1706(Z3_mk_true)
      916    0.001    0.000    0.002    0.000 z3core.py:1711(Z3_mk_false)
     2048    0.005    0.000    0.007    0.000 z3core.py:1716(Z3_mk_eq)
     3648    0.010    0.000    0.014    0.000 z3core.py:1731(Z3_mk_ite)
       64    0.000    0.000    0.000    0.000 z3core.py:1751(Z3_mk_and)
     1920    0.005    0.000    0.007    0.000 z3core.py:1756(Z3_mk_or)
     1728    0.005    0.000    0.007    0.000 z3core.py:1761(Z3_mk_add)
       64    0.000    0.000    0.000    0.000 z3core.py:1806(Z3_mk_le)
     1792    0.004    0.000    0.007    0.000 z3core.py:1811(Z3_mk_gt)
      128    0.000    0.000    0.001    0.000 z3core.py:1816(Z3_mk_ge)
     6720    0.016    0.000    0.030    0.000 z3core.py:2186(Z3_mk_numeral)
   143364    0.193    0.000    0.345    0.000 z3core.py:2556(Z3_sort_to_ast)
     9600    0.013    0.000    0.023    0.000 z3core.py:2566(Z3_get_sort_kind)
    24896    0.038    0.000    0.066    0.000 z3core.py:2781(Z3_is_eq_ast)
    40064    0.057    0.000    0.100    0.000 z3core.py:2796(Z3_get_sort)
     3776    0.006    0.000    0.010    0.000 z3core.py:2811(Z3_get_ast_kind)
       64    0.000    0.000    0.000    0.000 z3core.py:2821(Z3_is_numeral_ast)
       64    0.000    0.000    0.001    0.000 z3core.py:2841(Z3_get_numeral_string)
        1    0.000    0.000    0.000    0.000 z3core.py:3056(Z3_model_inc_ref)
        1    0.000    0.000    0.000    0.000 z3core.py:3060(Z3_model_dec_ref)
       64    0.000    0.000    0.000    0.000 z3core.py:3064(Z3_model_eval)
        1    0.000    0.000    0.000    0.000 z3core.py:3675(Z3_mk_solver)
        1    0.000    0.000    0.000    0.000 z3core.py:3723(Z3_solver_inc_ref)
        1    0.002    0.002    0.002    0.002 z3core.py:3727(Z3_solver_dec_ref)
      256    0.011    0.000    0.012    0.000 z3core.py:3752(Z3_solver_assert)
        1    0.330    0.330    0.330    0.330 z3core.py:3806(Z3_solver_check_assumptions)
        1    0.000    0.000    0.000    0.000 z3core.py:3826(Z3_solver_get_model)
     6784    0.004    0.000    0.007    0.000 z3core.py:69(_str_to_bytes)
       64    0.000    0.000    0.000    0.000 z3core.py:83(_to_pystr)
       64    0.000    0.000    0.003    0.000 z3printer.py:1000(pp_expr)
      9/1    0.000    0.000    0.005    0.005 z3printer.py:1089(pp_list)
     73/1    0.000    0.000    0.005    0.005 z3printer.py:1106(main)
        1    0.000    0.000    0.005    0.005 z3printer.py:1132(__call__)
        1    0.000    0.000    0.006    0.006 z3printer.py:1236(obj_to_string)
        1    0.000    0.000    0.000    0.000 z3printer.py:1271(in_html_mode)
        1    0.000    0.000    0.006    0.006 z3printer.py:1280(print_matrix)
        1    0.000    0.000    0.000    0.000 z3printer.py:13(_z3_assert)
      215    0.000    0.000    0.000    0.000 z3printer.py:142(u)
       72    0.000    0.000    0.000    0.000 z3printer.py:189(_support_pp)
       16    0.000    0.000    0.000    0.000 z3printer.py:290(is_compose)
        7    0.000    0.000    0.000    0.000 z3printer.py:292(is_choice)
       34    0.000    0.000    0.000    0.000 z3printer.py:294(is_indent)
       43    0.000    0.000    0.000    0.000 z3printer.py:296(is_string)
      337    0.000    0.000    0.000    0.000 z3printer.py:308(flat)
       61    0.000    0.000    0.000    0.000 z3printer.py:312(__init__)
       61    0.000    0.000    0.000    0.000 z3printer.py:313(<listcomp>)
       18    0.000    0.000    0.000    0.000 z3printer.py:319(is_compose)
     34/9    0.000    0.000    0.000    0.000 z3printer.py:323(space_upto_nl)
     34/9    0.000    0.000    0.001    0.000 z3printer.py:331(flat)
     34/9    0.000    0.000    0.001    0.000 z3printer.py:332(<listcomp>)
        9    0.000    0.000    0.000    0.000 z3printer.py:335(is_choice)
        8    0.000    0.000    0.000    0.000 z3printer.py:341(flat)
       26    0.000    0.000    0.000    0.000 z3printer.py:345(__init__)
     17/9    0.000    0.000    0.000    0.000 z3printer.py:353(space_upto_nl)
     17/9    0.000    0.000    0.001    0.000 z3printer.py:355(flat)
        9    0.000    0.000    0.000    0.000 z3printer.py:357(is_indent)
        9    0.000    0.000    0.000    0.000 z3printer.py:361(__init__)
        7    0.000    0.000    0.000    0.000 z3printer.py:363(is_linebreak)
       63    0.000    0.000    0.000    0.000 z3printer.py:369(flat)
      208    0.000    0.000    0.000    0.000 z3printer.py:373(__init__)
      201    0.000    0.000    0.000    0.000 z3printer.py:376(is_string)
      400    0.000    0.000    0.000    0.000 z3printer.py:380(space_upto_nl)
        9    0.000    0.000    0.000    0.000 z3printer.py:383(fits)
      208    0.000    0.000    0.000    0.000 z3printer.py:387(to_format)
       52    0.000    0.000    0.000    0.000 z3printer.py:396(compose)
       26    0.000    0.000    0.000    0.000 z3printer.py:401(indent)
        9    0.000    0.000    0.001    0.000 z3printer.py:404(group)
        9    0.000    0.000    0.000    0.000 z3printer.py:407(line_break)
      201    0.000    0.000    0.000    0.000 z3printer.py:410(_len)
        9    0.000    0.000    0.000    0.000 z3printer.py:416(seq)
        9    0.000    0.000    0.001    0.000 z3printer.py:443(seq3)
      201    0.000    0.000    0.000    0.000 z3printer.py:460(pp_string)
     18/1    0.000    0.000    0.001    0.001 z3printer.py:470(pp_compose)
      9/1    0.000    0.000    0.001    0.001 z3printer.py:474(pp_choice)
        7    0.000    0.000    0.000    0.000 z3printer.py:481(pp_line_break)
    244/1    0.000    0.000    0.001    0.001 z3printer.py:493(pp)
        1    0.000    0.000    0.001    0.001 z3printer.py:509(__call__)
       64    0.000    0.000    0.001    0.000 z3printer.py:586(pp_int)
       64    0.000    0.000    0.003    0.000 z3printer.py:917(pp_app)
   767906    0.070    0.000    0.070    0.000 z3types.py:19(from_param)
       64    0.000    0.000    0.000    0.000 z3types.py:27(from_param)
   159748    0.014    0.000    0.014    0.000 z3types.py:31(from_param)
   245188    0.021    0.000    0.021    0.000 z3types.py:39(from_param)
       66    0.000    0.000    0.000    0.000 z3types.py:47(from_param)
      260    0.000    0.000    0.000    0.000 z3types.py:83(from_param)
       64    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    2.135    2.135 {built-in method builtins.exec}
      601    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
   166696    0.017    0.000    0.017    0.000 {built-in method builtins.isinstance}
    15661    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      270    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       64    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     6784    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
      215    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}


[[1, 5, 0, 4, 4, 0, 2, 4, 8],
 [0, 4, 0, 4, 4, 0, 0, 3, 7],
 [5, 8, 6, 7, 7, 0, 8, 4, 8],
 [5, 8, 6, 7, 7, 0, 6, 0, 6],
 [0, 5, 3, 0, 0, 4, 9, 7, 9],
 [3, 0, 0, 3, 0, 4, 9, 7, 9],
 [7, 6, 5, 7, 6, 0, 8, 6, 8],
 [7, 6, 5, 7, 6, 0, 7, 5, 0],
 [4, 3, 0, 4, 3, 0, 8, 6, 2]]
         5300286 function calls (5299757 primitive calls) in 3.470 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      162    0.001    0.000    2.742    0.017 0h_n0.py:109(count_blues)
        1    0.000    0.000    3.465    3.465 0h_n0.py:148(solve)
        1    0.000    0.000    0.003    0.003 0h_n0.py:154(<listcomp>)
        1    0.000    0.000    0.030    0.030 0h_n0.py:159(<listcomp>)
        1    0.001    0.001    1.434    1.434 0h_n0.py:163(<listcomp>)
        1    0.001    0.001    1.381    1.381 0h_n0.py:168(<listcomp>)
        1    0.000    0.000    0.023    0.023 0h_n0.py:174(<listcomp>)
        1    0.000    0.000    0.002    0.002 0h_n0.py:183(<listcomp>)
      162    0.007    0.000    0.667    0.004 0h_n0.py:19(sum_left)
      162    0.007    0.000    0.663    0.004 0h_n0.py:38(sum_right)
      162    0.001    0.000    1.359    0.008 0h_n0.py:5(row_sum)
      162    0.001    0.000    1.353    0.008 0h_n0.py:57(col_sum)
      162    0.007    0.000    0.681    0.004 0h_n0.py:71(sum_top)
      162    0.007    0.000    0.642    0.004 0h_n0.py:90(sum_bottom)
        1    0.000    0.000    3.469    3.469 <string>:1(<module>)
       81    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        2    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
     5346    0.015    0.000    0.088    0.000 z3.py:1041(_to_expr_ref)
    32706    0.026    0.000    0.463    0.000 z3.py:1088(_coerce_expr_merge)
       81    0.000    0.000    0.000    0.000 z3.py:109(to_symbol)
    13032    0.039    0.000    1.492    0.000 z3.py:1106(_coerce_exprs)
     3969    0.005    0.000    0.157    0.000 z3.py:1118(_reduce)
     3321    0.007    0.000    0.409    0.000 z3.py:1124(_coerce_expr_list)
     3321    0.005    0.000    0.246    0.000 z3.py:1133(<listcomp>)
    87976    0.024    0.000    0.033    0.000 z3.py:1135(is_expr)
       81    0.000    0.000    0.000    0.000 z3.py:1157(is_app)
     3971    0.003    0.000    0.003    0.000 z3.py:126(_get_args)
     5265    0.034    0.000    1.186    0.000 z3.py:1268(If)
     2016    0.007    0.000    0.017    0.000 z3.py:1313(_mk_bin)
    11421    0.024    0.000    0.406    0.000 z3.py:1392(cast)
    15282    0.025    0.000    0.206    0.000 z3.py:1426(sort)
     5267    0.009    0.000    0.069    0.000 z3.py:1553(BoolSort)
     1314    0.002    0.000    0.012    0.000 z3.py:1570(BoolVal)
     2835    0.003    0.000    0.005    0.000 z3.py:1693(_has_probe)
       81    0.000    0.000    0.012    0.000 z3.py:1700(And)
     2754    0.020    0.000    0.437    0.000 z3.py:1732(Or)
   635367    0.078    0.000    0.078    0.000 z3.py:196(ref)
       82    0.000    0.000    0.000    0.000 z3.py:211(main_ctx)
     8415    0.005    0.000    0.040    0.000 z3.py:2145(is_int)
    26874    0.047    0.000    0.910    0.000 z3.py:2163(cast)
    37161    0.060    0.000    0.497    0.000 z3.py:2217(sort)
       81    0.000    0.000    0.002    0.000 z3.py:2227(is_int)
     2016    0.005    0.000    0.248    0.000 z3.py:2252(__add__)
   128489    0.020    0.000    0.020    0.000 z3.py:231(_get_ctx)
       81    0.000    0.000    0.008    0.000 z3.py:2446(__le__)
     2592    0.008    0.000    0.319    0.000 z3.py:2472(__gt__)
      162    0.001    0.000    0.018    0.000 z3.py:2485(__ge__)
       81    0.000    0.000    0.000    0.000 z3.py:2498(is_arith)
       81    0.000    0.000    0.000    0.000 z3.py:2554(_is_numeral)
       81    0.000    0.000    0.003    0.000 z3.py:2560(is_int_value)
       81    0.000    0.000    0.001    0.000 z3.py:2787(as_string)
     1152    0.001    0.000    0.042    0.000 z3.py:2930(_py2expr)
     9567    0.015    0.000    0.122    0.000 z3.py:2942(IntSort)
     9486    0.012    0.000    0.017    0.000 z3.py:2974(_to_int_str)
     9486    0.029    0.000    0.343    0.000 z3.py:2989(IntVal)
       81    0.000    0.000    0.003    0.000 z3.py:3045(Int)
    94592    0.142    0.000    0.688    0.000 z3.py:307(__init__)
    94592    0.151    0.000    0.687    0.000 z3.py:312(__del__)
   300856    0.104    0.000    0.140    0.000 z3.py:362(ctx_ref)
    36009    0.083    0.000    0.506    0.000 z3.py:366(eq)
      486    0.000    0.000    0.000    0.000 z3.py:3724(is_bv)
    59823    0.016    0.000    0.022    0.000 z3.py:412(is_ast)
       81    0.000    0.000    0.000    0.000 z3.py:450(_ast_kind)
     9234    0.020    0.000    0.033    0.000 z3.py:455(_ctx_from_ast_arg_list)
     3321    0.012    0.000    0.014    0.000 z3.py:478(_to_ast_array)
     8415    0.006    0.000    0.031    0.000 z3.py:508(_sort_kind)
   206572    0.151    0.000    0.801    0.000 z3.py:513(as_ast)
     8415    0.005    0.000    0.035    0.000 z3.py:519(kind)
    85509    0.009    0.000    0.009    0.000 z3.py:56(z3_debug)
       10    0.000    0.000    0.000    0.000 z3.py:596(is_sort)
        1    0.000    0.000    0.000    0.000 z3.py:6004(__init__)
        1    0.000    0.000    0.000    0.000 z3.py:6010(__del__)
       81    0.000    0.000    0.002    0.000 z3.py:6021(eval)
       81    0.000    0.000    0.002    0.000 z3.py:6050(evaluate)
    10719    0.003    0.000    0.004    0.000 z3.py:64(_is_int)
        1    0.000    0.000    0.000    0.000 z3.py:6438(__init__)
        1    0.000    0.000    0.000    0.000 z3.py:6444(__eq__)
        1    0.000    0.000    0.000    0.000 z3.py:6480(__init__)
        1    0.000    0.000    0.002    0.002 z3.py:6493(__del__)
        1    0.001    0.001    0.034    0.034 z3.py:6585(assert_exprs)
        1    0.000    0.000    0.034    0.034 z3.py:6604(add)
        1    0.000    0.000    0.550    0.550 z3.py:6671(check)
        1    0.000    0.000    0.000    0.000 z3.py:6700(model)
       10    0.000    0.000    0.000    0.000 z3.py:787(is_func_decl)
    10080    0.003    0.000    0.004    0.000 z3.py:8104(is_probe)
     1134    0.004    0.000    0.083    0.000 z3.py:8302(Sum)
     1296    0.000    0.000    0.000    0.000 z3.py:8319(<lambda>)
   145692    0.019    0.000    0.019    0.000 z3.py:903(as_ast)
     2916    0.010    0.000    0.358    0.000 z3.py:932(__eq__)
    75402    0.010    0.000    0.010    0.000 z3.py:94(_z3_assert)
   551465    0.485    0.000    0.540    0.000 z3core.py:1411(Check)
    94592    0.141    0.000    0.252    0.000 z3core.py:1474(Z3_inc_ref)
    94592    0.140    0.000    0.250    0.000 z3core.py:1478(Z3_dec_ref)
       81    0.000    0.000    0.000    0.000 z3core.py:1581(Z3_mk_string_symbol)
     5267    0.008    0.000    0.014    0.000 z3core.py:1591(Z3_mk_bool_sort)
     9567    0.014    0.000    0.024    0.000 z3core.py:1596(Z3_mk_int_sort)
       81    0.000    0.000    0.000    0.000 z3core.py:1682(Z3_mk_const)
      136    0.000    0.000    0.000    0.000 z3core.py:1706(Z3_mk_true)
     1178    0.002    0.000    0.003    0.000 z3core.py:1711(Z3_mk_false)
     2916    0.009    0.000    0.013    0.000 z3core.py:1716(Z3_mk_eq)
     5265    0.018    0.000    0.025    0.000 z3core.py:1731(Z3_mk_ite)
       81    0.000    0.000    0.000    0.000 z3core.py:1751(Z3_mk_and)
     2754    0.011    0.000    0.014    0.000 z3core.py:1756(Z3_mk_or)
     2502    0.009    0.000    0.011    0.000 z3core.py:1761(Z3_mk_add)
       81    0.000    0.000    0.000    0.000 z3core.py:1806(Z3_mk_le)
     2592    0.009    0.000    0.012    0.000 z3core.py:1811(Z3_mk_gt)
      162    0.000    0.000    0.001    0.000 z3core.py:1816(Z3_mk_ge)
     9486    0.026    0.000    0.050    0.000 z3core.py:2186(Z3_mk_numeral)
   206572    0.312    0.000    0.555    0.000 z3core.py:2556(Z3_sort_to_ast)
    13761    0.021    0.000    0.037    0.000 z3core.py:2566(Z3_get_sort_kind)
    36009    0.061    0.000    0.107    0.000 z3core.py:2781(Z3_is_eq_ast)
    57789    0.094    0.000    0.163    0.000 z3core.py:2796(Z3_get_sort)
     5427    0.010    0.000    0.016    0.000 z3core.py:2811(Z3_get_ast_kind)
       81    0.000    0.000    0.000    0.000 z3core.py:2821(Z3_is_numeral_ast)
       81    0.000    0.000    0.001    0.000 z3core.py:2841(Z3_get_numeral_string)
        1    0.000    0.000    0.000    0.000 z3core.py:3056(Z3_model_inc_ref)
        1    0.000    0.000    0.000    0.000 z3core.py:3060(Z3_model_dec_ref)
       81    0.000    0.000    0.000    0.000 z3core.py:3064(Z3_model_eval)
        1    0.000    0.000    0.000    0.000 z3core.py:3675(Z3_mk_solver)
        1    0.000    0.000    0.000    0.000 z3core.py:3723(Z3_solver_inc_ref)
        1    0.002    0.002    0.002    0.002 z3core.py:3727(Z3_solver_dec_ref)
      324    0.019    0.000    0.019    0.000 z3core.py:3752(Z3_solver_assert)
        1    0.550    0.550    0.550    0.550 z3core.py:3806(Z3_solver_check_assumptions)
        1    0.000    0.000    0.000    0.000 z3core.py:3826(Z3_solver_get_model)
     9567    0.007    0.000    0.012    0.000 z3core.py:69(_str_to_bytes)
       81    0.000    0.000    0.000    0.000 z3core.py:83(_to_pystr)
       81    0.000    0.000    0.004    0.000 z3printer.py:1000(pp_expr)
     10/1    0.000    0.000    0.006    0.006 z3printer.py:1089(pp_list)
     91/1    0.000    0.000    0.006    0.006 z3printer.py:1106(main)
        1    0.000    0.000    0.006    0.006 z3printer.py:1132(__call__)
        1    0.000    0.000    0.007    0.007 z3printer.py:1236(obj_to_string)
        1    0.000    0.000    0.000    0.000 z3printer.py:1271(in_html_mode)
        1    0.000    0.000    0.007    0.007 z3printer.py:1280(print_matrix)
        1    0.000    0.000    0.000    0.000 z3printer.py:13(_z3_assert)
      269    0.000    0.000    0.000    0.000 z3printer.py:142(u)
       90    0.000    0.000    0.000    0.000 z3printer.py:189(_support_pp)
       18    0.000    0.000    0.000    0.000 z3printer.py:290(is_compose)
        8    0.000    0.000    0.000    0.000 z3printer.py:292(is_choice)
       38    0.000    0.000    0.000    0.000 z3printer.py:294(is_indent)
       48    0.000    0.000    0.000    0.000 z3printer.py:296(is_string)
      424    0.000    0.000    0.000    0.000 z3printer.py:308(flat)
       68    0.000    0.000    0.000    0.000 z3printer.py:312(__init__)
       68    0.000    0.000    0.000    0.000 z3printer.py:313(<listcomp>)
       20    0.000    0.000    0.000    0.000 z3printer.py:319(is_compose)
    38/10    0.000    0.000    0.000    0.000 z3printer.py:323(space_upto_nl)
    38/10    0.000    0.000    0.001    0.000 z3printer.py:331(flat)
    38/10    0.000    0.000    0.001    0.000 z3printer.py:332(<listcomp>)
       10    0.000    0.000    0.000    0.000 z3printer.py:335(is_choice)
        9    0.000    0.000    0.000    0.000 z3printer.py:341(flat)
